repasse_id;data_solicitacao;data_processamento;valor;status;evidencia;responsavel;vendas_vinculadas;comprovacao;observacao
4927b851-308c-463d-81cc-bc13299b9d3e;2026-07-14T15:15:01;;359.47;pending;;;nao_persistidas;nao_realizado;
